"Step","Simple permutation (window: 7, stride:11) - Validation Accuracy","Simple permutation (window: 7, stride:11) - Validation Accuracy__MIN","Simple permutation (window: 7, stride:11) - Validation Accuracy__MAX"
"287","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"289","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"291","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"293","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"295","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"297","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"299","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"301","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"303","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"305","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"307","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"309","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"311","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"313","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"315","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"317","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"319","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"321","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"323","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"325","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"327","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"329","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"331","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"333","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"335","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"337","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"339","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"341","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"343","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"345","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"347","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"349","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"351","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"353","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"355","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"357","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"359","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"361","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"363","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"365","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"367","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"369","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"371","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"373","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"375","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"377","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"379","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"381","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"383","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"385","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"387","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"389","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"391","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"393","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"395","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"397","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"399","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"401","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"403","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"405","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"407","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"409","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"411","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"413","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"415","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"417","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"419","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"421","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"423","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"425","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"427","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"429","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"431","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"433","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"435","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"437","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"439","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"441","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"443","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"445","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"447","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"449","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"451","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"453","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"455","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"457","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"459","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"461","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"463","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"465","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"467","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"469","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"471","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"473","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"475","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"477","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"479","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"481","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"483","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"485","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"487","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"489","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"491","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"493","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"495","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"497","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"499","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"501","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"503","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"505","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"507","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"509","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"511","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"513","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"515","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"517","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"519","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"521","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"523","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"525","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"527","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"529","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"531","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"533","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"535","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"537","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"539","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"541","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"543","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"545","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"547","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"549","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"551","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"553","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"555","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"557","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"559","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"561","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"563","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"565","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"567","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"569","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"571","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"573","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"575","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"577","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"579","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"581","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"583","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"585","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"587","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"589","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"591","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"593","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"595","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"597","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"599","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"601","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"603","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"605","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"607","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"609","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"611","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"613","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"615","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"617","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"619","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"621","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"623","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"625","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"627","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"629","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"631","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"633","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"635","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"637","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"639","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"641","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"643","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"645","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"647","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"649","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"651","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"653","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"655","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"657","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"659","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"661","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"663","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"665","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"667","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"669","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"671","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"673","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"675","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"677","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"679","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"681","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"683","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"685","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"687","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"689","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"691","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"693","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"695","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"697","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"699","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"701","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"703","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"705","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"707","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"709","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"711","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"713","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"715","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"717","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"719","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"721","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"723","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"725","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"727","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"729","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"731","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"733","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"735","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"737","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"739","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"741","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"743","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"745","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"747","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"749","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"751","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"753","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"755","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"757","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"759","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"761","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"763","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"765","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"767","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"769","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"771","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"773","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"775","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"777","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"779","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"781","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"783","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"785","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"787","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"789","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"791","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"793","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"795","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"797","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"799","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"801","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"803","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"805","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"807","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"809","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"811","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"813","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"815","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"817","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"819","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"821","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"823","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"825","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"827","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"829","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"831","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"833","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"835","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"837","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"839","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"841","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"843","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"845","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"847","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"849","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"851","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"853","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"855","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"857","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"859","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"861","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"863","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"865","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"867","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"869","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"871","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"873","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"875","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"877","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"879","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"881","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"883","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"885","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"887","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"889","0.5780346820809249","0.5780346820809249","0.5780346820809249"
