"Step","transformer only - Validation Accuracy","transformer only - Validation Accuracy__MIN","transformer only - Validation Accuracy__MAX"
"129","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"131","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"133","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"135","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"137","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"139","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"141","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"143","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"145","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"147","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"149","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"151","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"153","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"155","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"157","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"159","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"161","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"163","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"165","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"167","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"169","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"171","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"173","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"175","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"177","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"179","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"181","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"183","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"185","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"187","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"189","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"191","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"193","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"195","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"197","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"199","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"201","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"203","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"205","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"207","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"209","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"211","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"213","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"215","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"217","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"219","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"221","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"223","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"225","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"227","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"229","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"231","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"233","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"235","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"237","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"239","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"241","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"243","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"245","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"247","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"249","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"251","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"253","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"255","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"257","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"259","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"261","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"263","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"265","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"267","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"269","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"271","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"273","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"275","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"277","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"279","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"281","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"283","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"285","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"287","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"289","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"291","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"293","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"295","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"297","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"299","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"301","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"303","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"305","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"307","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"309","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"311","0.49710982658959535","0.49710982658959535","0.49710982658959535"
"313","0.49710982658959535","0.49710982658959535","0.49710982658959535"
"315","0.49710982658959535","0.49710982658959535","0.49710982658959535"
"317","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"319","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"321","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"323","0.5028901734104047","0.5028901734104047","0.5028901734104047"
"325","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"327","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"329","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"331","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"333","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"335","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"337","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"339","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"341","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"343","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"345","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"347","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"349","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"351","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"353","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"355","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"357","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"359","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"361","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"363","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"365","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"367","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"369","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"371","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"373","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"375","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"377","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"379","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"381","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"383","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"385","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"387","0.4913294797687861","0.4913294797687861","0.4913294797687861"
"389","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"391","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"393","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"395","0.5028901734104047","0.5028901734104047","0.5028901734104047"
"397","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"399","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"401","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"403","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"405","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"407","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"409","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"411","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"413","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"415","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"417","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"419","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"421","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"423","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"425","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"427","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"429","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"431","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"433","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"435","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"437","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"439","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"441","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"443","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"445","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"447","0.5028901734104047","0.5028901734104047","0.5028901734104047"
"449","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"451","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"453","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"455","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"457","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"459","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"461","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"463","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"465","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"467","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"469","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"471","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"473","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"475","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"477","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"479","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"481","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"483","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"485","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"487","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"489","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"491","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"493","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"495","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"497","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"499","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"501","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"503","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"505","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"507","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"509","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"511","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"513","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"515","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"517","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"519","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"521","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"523","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"525","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"527","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"529","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"531","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"533","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"535","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"537","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"539","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"541","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"543","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"545","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"547","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"549","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"551","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"553","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"555","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"557","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"559","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"561","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"563","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"565","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"567","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"569","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"571","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"573","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"575","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"577","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"579","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"581","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"583","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"585","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"587","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"589","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"591","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"593","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"595","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"597","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"599","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"601","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"603","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"605","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"607","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"609","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"611","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"613","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"615","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"617","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"619","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"621","0.5086705202312138","0.5086705202312138","0.5086705202312138"
"623","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"625","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"627","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"629","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"631","0.5144508670520231","0.5144508670520231","0.5144508670520231"
"633","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"635","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"637","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"639","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"641","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"643","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"645","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"647","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"649","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"651","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"653","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"655","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"657","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"659","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"661","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"663","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"665","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"667","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"669","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"671","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"673","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"675","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"677","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"679","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"681","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"683","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"685","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"687","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"689","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"691","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"693","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"695","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"697","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"699","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"701","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"703","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"705","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"707","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"709","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"711","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"713","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"715","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"717","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"719","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"721","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"723","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"725","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"727","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"729","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"731","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"733","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"735","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"737","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"739","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"741","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"743","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"745","0.5202312138728323","0.5202312138728323","0.5202312138728323"
"747","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"749","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"751","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"753","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"755","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"757","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"759","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"761","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"763","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"765","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"767","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"769","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"771","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"773","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"775","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"777","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"779","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"781","0.5375722543352601","0.5375722543352601","0.5375722543352601"
"783","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"785","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"787","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"789","0.5260115606936416","0.5260115606936416","0.5260115606936416"
"791","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"793","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"795","0.5317919075144508","0.5317919075144508","0.5317919075144508"
"797","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"799","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"801","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"803","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"805","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"807","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"809","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"811","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"813","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"815","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"817","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"819","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"821","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"823","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"825","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"827","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"829","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"831","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"833","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"835","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"837","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"839","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"841","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"843","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"845","0.5491329479768786","0.5491329479768786","0.5491329479768786"
"847","0.5433526011560693","0.5433526011560693","0.5433526011560693"
"849","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"851","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"853","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"855","0.5549132947976878","0.5549132947976878","0.5549132947976878"
"857","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"859","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"861","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"863","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"865","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"867","0.5722543352601156","0.5722543352601156","0.5722543352601156"
"869","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"871","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"873","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"875","0.5780346820809249","0.5780346820809249","0.5780346820809249"
"877","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"879","0.5838150289017341","0.5838150289017341","0.5838150289017341"
"881","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"883","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"885","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"887","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"889","0.5606936416184971","0.5606936416184971","0.5606936416184971"
"891","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"893","0.5664739884393064","0.5664739884393064","0.5664739884393064"
"895","0.5549132947976878","0.5549132947976878","0.5549132947976878"
